gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast
Pocillopora_acuta_KBHIv2___RNAseq.g24344.t1,36.52786187,2.666403935,0.14377043,14.47753496,1.68E-47,1.02E-45,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7250.t1,239.9748304,2.663027721,0.212991156,9.756579862,1.73E-22,5.07E-21,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8972.t1,1438.253458,2.656249021,0.286366355,7.232995371,4.72E-13,1.00E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g28805.t1,30.25008601,2.655490271,0.290003518,7.139664308,9.36E-13,1.96E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23923.t1,33.6246348,2.655332355,0.443358024,4.66974712,3.02E-06,4.24E-05,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g2496.t1,22.30010558,2.655209623,0.349629048,5.921267508,3.19E-09,5.57E-08,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g13104.t1,41.40425374,2.652304231,0.359295494,5.753876026,8.72E-09,1.49E-07,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8973.t1,235.5130642,2.63848968,0.307402228,6.680261205,2.39E-11,4.65E-10,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30385.t1,12.4118339,2.637727895,0.235603242,8.712806219,2.96E-18,7.75E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21788.t1,81.50452625,2.632203907,0.086361707,23.70542998,3.17E-124,1.28E-121,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4294.t1,27.23831702,2.632045133,0.181048102,11.30684392,1.21E-29,4.45E-28,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g12183.t2,145.305251,2.630640565,0.086545763,23.63695234,1.61E-123,6.35E-121,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11424.t1,282.1386445,2.628091212,0.248535257,8.220679584,2.02E-16,4.95E-15,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g842.t1,272.6471463,2.609747276,0.146570849,13.81437569,2.09E-43,1.11E-41,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20234.t1,45.66477496,2.602523364,0.158260428,12.7483597,3.18E-37,1.45E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g25814.t1,386.3614246,2.592356953,0.217537568,9.227805884,2.76E-20,7.77E-19,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16729.t1,19.45841055,2.590463698,0.19157668,10.46839937,1.21E-25,3.91E-24,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16578.t1,19.44094094,2.589791457,0.432946277,4.630664504,3.64E-06,5.08E-05,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g994.t1,506.4606572,2.579866694,0.282404521,7.063995235,1.62E-12,3.33E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16798.t1,13.5226973,2.57332836,0.222971541,8.917576887,4.77E-19,1.27E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g29858.t1a,1200.747604,2.556576123,0.083136107,23.71549116,2.50E-124,1.03E-121,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7070.t1,129.0229719,2.555006337,0.161314194,12.21246433,2.67E-34,1.11E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23828.t1,11.38280468,2.554351556,0.214180722,9.194987464,3.75E-20,1.05E-18,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g14807.t1a,14.56578187,2.541454403,0.326247226,5.996961033,2.01E-09,3.53E-08,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23522.t1,307.7947949,2.540016594,0.124178459,15.74390686,7.56E-56,5.51E-54,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24459.t1,17.63388418,2.531980361,0.180709051,10.77432396,4.55E-27,1.53E-25,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g13542.t1,29.30557944,2.519632505,0.216341527,8.94266592,3.80E-19,1.02E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1529.t1,20.40841397,2.519564985,0.19922431,9.71067481,2.72E-22,7.92E-21,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30351.t1,121.0693069,2.518716857,0.093319526,20.7218621,2.20E-95,4.60E-93,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g8258.t1,21.33258467,2.508680807,0.366661873,5.246573067,1.55E-07,2.41E-06,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20416.t1,77.70569097,2.490925478,0.187477535,10.16635395,2.80E-24,8.72E-23,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16696.t1,145.1515164,2.4773734,0.109665384,17.2562283,1.00E-66,1.01E-64,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19809.t1,75.77114357,2.477250586,0.137096136,13.8026362,2.46E-43,1.31E-41,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g14968.t1,26.09240806,2.467153445,0.240573096,7.823779881,5.13E-15,1.20E-13,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20567.t1b,46.81564965,2.462112632,0.118800606,15.80084642,3.07E-56,2.27E-54,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12376.t1,48.738213,2.455545425,0.164694095,11.35792345,6.77E-30,2.49E-28,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g28034.t1a,396.3676731,2.454495744,0.074549221,25.07783733,8.68E-139,4.54E-136,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8826.t1,19.1404216,2.439575199,0.144653125,12.82110358,1.25E-37,5.75E-36,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16786.t1,97.88556098,2.438235143,0.103693281,17.87263959,1.93E-71,2.18E-69,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g28604.t1,602.6847733,2.437980769,0.303882329,6.097815146,1.08E-09,1.92E-08,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20341.t1,314.3443891,2.431476863,0.158285589,11.66571371,1.91E-31,7.29E-30,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9680.t1,2141.886166,2.417052155,0.388336768,4.71778571,2.38E-06,3.37E-05,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g26004.t1,31.86019376,2.41370877,0.489805826,3.733614776,0.000188751,0.002187003,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23888.t1,115.4769157,2.412153081,0.103820987,17.59943368,2.49E-69,2.65E-67,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6116.t1,51.97105018,2.411801302,0.271281221,6.734114483,1.65E-11,3.24E-10,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2496.t1,65.88879826,2.4075331,0.132552986,13.74975139,5.11E-43,2.69E-41,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3567.t1,183.9712643,2.402397766,0.25991924,6.992307563,2.70E-12,5.51E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21478.t1,35.91350494,2.401180342,0.236273538,7.686928705,1.51E-14,3.45E-13,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g840.t1,67.57626736,2.398929189,0.153380885,11.82654985,2.85E-32,1.11E-30,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21321.t1a,117.4708246,2.387550715,0.116116107,15.52401523,2.39E-54,1.69E-52,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2094.t1b,258.9422134,2.37591389,0.122207206,14.65503914,1.25E-48,7.69E-47,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7049.t1,23.80552223,2.3744686,0.286482192,6.24648285,4.20E-10,7.72E-09,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9542.t1,18.75317654,2.356809417,0.162201762,10.92372174,8.88E-28,3.03E-26,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29449.t1,36.85818998,2.350703659,0.450921968,3.91584639,9.01E-05,0.001088523,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12635.t1,154.002122,2.346519145,0.091731672,19.20336344,3.47E-82,5.27E-80,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21881.t1,17.08495377,2.345100042,0.289609796,6.077617424,1.22E-09,2.16E-08,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25214.t1,542.1837389,2.34333422,0.16576345,10.60771672,2.74E-26,9.03E-25,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12356.t1,74.28775854,2.336141079,0.199836582,8.763053084,1.90E-18,5.00E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g15305.t1,84.04878536,2.332484767,0.156985201,11.13176439,8.79E-29,3.12E-27,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6474.t1,308.6999551,2.330716307,0.200099817,8.724414789,2.68E-18,7.01E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g27248.t1,57.60639202,2.32324337,0.187451389,9.273235481,1.81E-20,5.11E-19,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25960.t1,18.73630872,2.319829203,0.188350017,9.210865675,3.24E-20,9.06E-19,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19895.t1,39.8946039,2.312407533,0.3883983,4.447612233,8.68E-06,0.000117184,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17740.t1,15.38132995,2.308984198,0.198374904,8.690724778,3.60E-18,9.36E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20951.t1,37.32978509,2.301364793,0.135289685,12.68686738,6.99E-37,3.16E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23627.t1,38.51343109,2.299878826,0.144923586,11.83324521,2.63E-32,1.03E-30,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g8144.t1,35.04077198,2.297856087,0.156318392,10.95772265,6.10E-28,2.09E-26,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g28727.t1,34.19726499,2.297108071,0.136479317,12.54509191,4.23E-36,1.86E-34,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15191.t1a,156.4623161,2.297024255,0.25610911,6.684892042,2.31E-11,4.52E-10,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6954.t1,13.80199485,2.288606301,0.245340276,6.944003769,3.81E-12,7.71E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g20597.t2,85.58075619,2.282165123,0.134267022,12.64050242,1.26E-36,5.67E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16975.t1,73.26512996,2.274773946,0.240644498,7.022024015,2.19E-12,4.47E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2075.t1,21.51084751,2.259642214,0.139170851,12.03326486,2.38E-33,9.69E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3113.t1,21.49425712,2.233779249,0.26839889,6.143157843,8.09E-10,1.45E-08,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g633.t2,37.79312957,2.223402918,0.130249212,12.57927316,2.75E-36,1.21E-34,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g12260.t1,160.7656432,2.216343114,0.122656827,13.30036537,2.30E-40,1.13E-38,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g15501.t1,104.8402951,2.214193609,0.094619444,17.21877699,1.92E-66,1.89E-64,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g13706.t1,17.98003146,2.212400489,0.18602864,8.748319543,2.17E-18,5.69E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25121.t1,51.9796489,2.209766449,0.163966468,9.909367264,3.79E-23,1.14E-21,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12197.t1,887.7734651,2.208825565,0.369988024,4.388961153,1.14E-05,0.000151523,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g4252.t1,61.70601535,2.20500671,0.281000034,5.765281188,8.15E-09,1.39E-07,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g30600.t1,120.0188061,2.204987387,0.093398955,17.34521434,2.14E-67,2.18E-65,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g739.t1,159.3295392,2.204750558,0.097327719,16.64261807,3.42E-62,2.93E-60,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g326.t1,343.5222319,2.202027616,0.159989552,10.10731698,5.13E-24,1.58E-22,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17270.t1,26.94008013,2.194621245,0.497445181,3.23585152,0.001212805,0.012496457,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19823.t2,15.02600939,2.189052815,0.209801714,7.645744572,2.08E-14,4.69E-13,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g25648.t1,106.0342252,2.184736178,0.082306951,19.43667761,3.78E-84,5.94E-82,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20506.t1,30.36620019,2.181464039,0.171272191,9.32142883,1.15E-20,3.27E-19,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1351.t1,106.3084242,2.180991808,0.151941297,10.50424956,8.26E-26,2.68E-24,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23245.t1,227.543903,2.172813286,0.09840227,16.1363228,1.42E-58,1.11E-56,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20202.t1,16.50604232,2.17263423,0.186545648,8.510901992,1.73E-17,4.37E-16,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22418.t1a,35.08730913,2.169336523,0.128410408,12.3383614,5.63E-35,2.41E-33,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g10141.t1,61.67426485,2.165190667,0.196520285,8.041043523,8.91E-16,2.13E-14,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2916.t1,19.67503892,2.161949761,0.178430358,8.838110703,9.74E-19,2.57E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g9432.t1,56.57581252,2.161313466,0.142051261,11.09705722,1.30E-28,4.56E-27,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22903.t1,403.8775912,2.159962251,0.128917779,12.2170872,2.52E-34,1.05E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g27313.t1,16.6649623,2.159095502,0.285249408,5.518444402,3.42E-08,5.59E-07,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1047.t1,63.48749937,2.155646939,0.132027287,11.89666527,1.23E-32,4.84E-31,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9540.t1,91.84009186,2.152998727,0.114658368,13.67572422,1.42E-42,7.33E-41,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20199.t1,117.535907,2.149533874,0.141859197,11.02904434,2.77E-28,9.63E-27,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7596.t1,215.6459519,2.148501539,0.179987138,8.686948703,3.72E-18,9.66E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23904.t1b,22.55945766,2.141293991,0.208652838,7.458951945,8.72E-14,1.93E-12,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g15133.t1,24.63032222,2.131197363,0.266088731,5.810974614,6.21E-09,1.07E-07,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15811.t1,101.2023055,2.130439071,0.116253783,13.29398947,2.51E-40,1.22E-38,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16078.t1,136.3976482,2.129933178,0.096380219,16.0299561,7.89E-58,6.05E-56,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15862.t2b,381.1718569,2.123928743,0.214498498,7.174718049,7.25E-13,1.53E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6678.t1,62.85166956,2.123507932,0.112484561,13.67783649,1.38E-42,7.14E-41,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1038.t1,64.84023783,2.112434388,0.129703193,11.77667147,5.15E-32,1.99E-30,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12487.t1,69.93656253,2.105414462,0.096119984,15.81827113,2.33E-56,1.73E-54,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4272.t1,20.00041995,2.100594004,0.153576368,9.868910974,5.68E-23,1.69E-21,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14563.t1,40.61861762,2.098070453,0.124313701,12.17169101,4.40E-34,1.82E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15191.t1b,87.75436421,2.095157776,0.26472649,5.704738027,1.17E-08,1.97E-07,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23830.t1,37.23009007,2.093223064,0.201809563,7.473682312,7.80E-14,1.73E-12,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19757.t1,128.3954808,2.092628117,0.093481507,16.12795584,1.62E-58,1.27E-56,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11670.t1,19.46129453,2.086895588,0.22922774,6.552143679,5.67E-11,1.09E-09,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1465.t1,17.67397594,2.08225119,0.194884024,7.682972967,1.55E-14,3.54E-13,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g13342.t1,59.50854467,2.081703146,0.13658933,10.95796169,6.09E-28,2.09E-26,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8779.t1,80.41682543,2.077595956,0.271066922,5.506512715,3.66E-08,5.96E-07,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1043.t1,264.5102441,2.074593162,0.101215623,14.71739854,4.98E-49,3.11E-47,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23214.t2,81.05436151,2.067829087,0.106310953,13.94838952,3.22E-44,1.74E-42,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16349.t1,107.8163005,2.066249491,0.075207191,19.69608194,2.33E-86,3.76E-84,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20305.t1,15.64704424,2.064294547,0.166463566,8.886821804,6.29E-19,1.67E-17,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11988.t1,52.60199457,2.060903878,0.123848149,11.91734709,9.61E-33,3.80E-31,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23215.t1,359.2926771,2.056648273,0.095816181,15.35947021,3.06E-53,2.08E-51,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6827.t1,28.59092112,2.053692625,0.205744675,7.138605763,9.43E-13,1.97E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9664.t1,77.64127882,2.040595019,0.342720822,4.24728357,2.16E-05,0.000280518,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6.t2,12.49055401,2.038647242,0.205430644,7.076279927,1.48E-12,3.06E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17676.t1,19.51960258,2.033917764,0.226015109,6.410877876,1.45E-10,2.73E-09,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20177.t1,44.59650471,2.031838284,0.127749271,11.32590244,9.77E-30,3.59E-28,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3035.t1,361.7004457,2.019725352,0.319684794,4.488054734,7.19E-06,9.75E-05,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g4435.t1,223.7505178,2.019565871,0.091043674,15.75730979,6.12E-56,4.48E-54,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2151.t1,33.76465911,2.019212153,0.200072783,7.168639474,7.57E-13,1.59E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30353.t1,25.84974842,2.01679165,0.154485398,9.26837856,1.89E-20,5.34E-19,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2029.t1,26.05405945,2.016096505,0.137462359,10.41109735,2.21E-25,7.07E-24,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22148.t1,35.83101719,2.007943884,0.173304779,8.210860628,2.20E-16,5.36E-15,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9383.t1,88.49299694,2.007019943,0.446898971,3.182055756,0.001462337,0.014793154,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1735.t1,160.0935264,2.004452962,0.208599455,6.804861779,1.01E-11,2.02E-10,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8798.t1,53.93094792,2.001199719,0.222895705,6.353811177,2.10E-10,3.95E-09,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23730.t1,60.88689139,-2.00500822,0.178061799,-7.975016126,1.52E-15,3.57E-14,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g24428.t1,15.31508653,-2.013044585,0.231176795,-6.177445653,6.51E-10,1.15E-08,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3027.t1,14.55214655,-2.014694133,0.217510383,-6.573164977,4.93E-11,9.36E-10,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6190.t1,41.89766544,-2.018774746,0.160029405,-8.959679915,3.26E-19,8.72E-18,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g19268.t1,31.14731765,-2.019485648,0.234943472,-6.105822551,1.02E-09,1.78E-08,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25011.t1,30.18718421,-2.02235848,0.312988549,-4.592487433,4.38E-06,5.76E-05,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6713.t1,16.63970081,-2.024587101,0.317618027,-4.532565776,5.83E-06,7.51E-05,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8523.t1,80.99822223,-2.027466563,0.340376023,-4.237972024,2.26E-05,0.000275147,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7277.t1,25.07014812,-2.028520585,0.144022258,-10.02315964,1.21E-23,3.90E-22,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23397.t1,31.21482588,-2.028803564,0.131110056,-11.01243571,3.33E-28,1.19E-26,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g27220.t1,33.32091601,-2.029008771,0.189172593,-7.633485632,2.28E-14,5.07E-13,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6282.t1,43.02204973,-2.033079613,0.110536403,-13.10081633,3.26E-39,1.62E-37,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29040.t1,21.64005499,-2.034937145,0.262186656,-5.530314413,3.20E-08,5.01E-07,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19266.t1,59.10471084,-2.044977197,0.14302894,-10.20782712,1.83E-24,6.03E-23,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g29829.t1b,13.77176015,-2.045442291,0.241142257,-6.056507087,1.39E-09,2.39E-08,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29870.t1,23.90105371,-2.046351218,0.270397929,-5.404585475,6.50E-08,9.97E-07,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24451.t2,38.25446607,-2.052296577,0.250702702,-5.852884979,4.83E-09,8.04E-08,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6673.t1,40.80229601,-2.052764494,0.197137808,-7.445563107,9.65E-14,2.08E-12,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9720.t1,59.92494634,-2.056502041,0.189882983,-7.74971783,9.21E-15,2.09E-13,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25637.t1,22.00368734,-2.057459396,0.194973333,-7.552298926,4.28E-14,9.37E-13,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24525.t1,35.45412685,-2.059043218,0.17102436,-8.61912724,6.75E-18,1.72E-16,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g13523.t1,51.75682294,-2.068906122,0.129255042,-11.48074067,1.65E-30,6.29E-29,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29366.t1,32.58390877,-2.07027658,0.149034089,-9.966270739,2.14E-23,6.83E-22,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.5778_t,21.86021677,-2.080675995,0.196582095,-7.608594754,2.77E-14,6.10E-13,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g9892.t1,589.3625695,-2.082679029,0.187425233,-7.991007972,1.34E-15,3.14E-14,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24507.t1,218.7550563,-2.085667997,0.092345514,-16.25098434,2.20E-59,2.05E-57,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14503.t1,45.39151808,-2.085876216,0.178420983,-8.412204056,4.02E-17,9.97E-16,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30659.t1,21.19933667,-2.099753738,0.191527764,-7.908990334,2.59E-15,6.01E-14,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20860.t1,1110.532526,-2.104024251,0.228832566,-6.638311044,3.17E-11,6.10E-10,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g26391.t1,54.89002262,-2.108476082,0.139014574,-10.95938028,5.99E-28,2.12E-26,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2682.t1,29.24970035,-2.11261004,0.314016753,-4.864859993,1.15E-06,1.59E-05,Down.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20483.t1,24.4232931,-2.113937128,0.151191919,-10.11280652,4.85E-24,1.58E-22,Down.Group3_v_Group6
